T5_3,1897
T5_1,1074
T6_2,2145
T5_5,1460
T6_6,250
T6_4,1080
T5_7,474
T5_2,2385
T6_1,242
T6_3,1474
T6_7,203
T5_8,223
T5_4,1608
T5_6,786
T6_5,436
